Date,Ticker,Sector,Open,High,Low,Close,Volume
2022-09-19,AAPL,Technology,106.4099,108.041,105.1989,106.5776,3794333.0
2022-09-20,AAPL,Technology,108.2666,110.7529,107.867,107.9899,3544755.0
2022-09-21,AAPL,Technology,109.0736,111.095,107.7681,108.953,8343386.0
2022-09-22,AAPL,Technology,108.4028,109.4342,108.3959,108.8538,9637311.0
2022-09-23,AAPL,Technology,106.4217,107.4024,105.9843,107.2381,7082533.0
2022-09-26,AAPL,Technology,104.8991,105.7963,101.752,104.3569,7462617.0
2022-09-27,AAPL,Technology,102.9027,104.228,101.1631,103.5599,4797512.0
2022-09-28,AAPL,Technology,105.3837,105.499,105.018,105.1977,6671314.0
2022-09-29,AAPL,Technology,105.4955,106.8062,104.942,105.6452,4464672.0
2022-09-30,AAPL,Technology,103.9505,104.8427,102.204,103.3186,1897916.0
2022-10-03,AAPL,Technology,103.8458,104.3019,102.6372,103.682,5364917.0
2022-10-04,AAPL,Technology,104.0642,106.1048,103.0932,104.4425,4535635.0
2022-10-05,AAPL,Technology,103.4556,103.9308,102.3297,102.8227,2785645.0
2022-10-06,AAPL,Technology,102.4678,105.8148,102.2769,103.1483,4137992.0
2022-10-07,AAPL,Technology,103.2911,104.8421,102.8661,103.2977,3699996.0
2022-10-10,AAPL,Technology,101.4146,101.8416,100.8537,101.2138,3753613.0
2022-10-11,AAPL,Technology,102.194,102.2859,101.7193,101.9061,3223431.0
2022-10-12,AAPL,Technology,103.7286,104.4949,102.1968,102.9755,3151954.0
2022-10-13,AAPL,Technology,110.6874,112.1675,109.9042,110.173,4946866.0
2022-10-14,AAPL,Technology,111.3641,113.0621,111.2613,112.3069,2840342.0
2022-10-17,AAPL,Technology,109.3915,110.2934,109.1141,109.5668,5170313.0
2022-10-18,AAPL,Technology,108.6084,109.1088,107.6548,107.7611,3696667.0
2022-10-19,AAPL,Technology,108.3335,109.5809,107.1052,108.8032,5790489.0
2022-10-20,AAPL,Technology,109.7816,111.1942,109.7025,109.8529,5949998.0
2022-10-21,AAPL,Technology,110.6148,111.6486,109.806,110.9153,5527427.0
2022-10-24,AAPL,Technology,118.7015,119.9281,118.336,118.6516,5395664.0
2022-10-25,AAPL,Technology,120.3669,121.2601,119.8253,119.9183,2925216.0
2022-10-26,AAPL,Technology,121.6809,125.636,121.1869,122.4174,13659599.0
2022-10-27,AAPL,Technology,124.3707,125.2627,122.064,124.5685,5052255.0
2022-10-28,AAPL,Technology,126.7743,127.6004,125.3445,126.0789,4854941.0
2022-10-31,AAPL,Technology,126.0601,126.7892,124.5118,125.4139,3927747.0
2022-11-01,AAPL,Technology,127.7651,128.8563,125.5221,127.1774,5243214.0
2022-11-02,AAPL,Technology,126.3123,126.6418,123.6941,125.4591,7775616.0
2022-11-03,AAPL,Technology,125.0615,125.1491,123.8796,124.9745,4986524.0
2022-11-04,AAPL,Technology,124.2824,124.7579,122.6517,123.9326,5291348.0
2022-11-07,AAPL,Technology,123.6891,125.7721,123.2839,124.1648,9911036.0
2022-11-08,AAPL,Technology,129.7011,130.222,127.896,129.3877,5172549.0
2022-11-09,AAPL,Technology,124.3205,126.0507,123.2143,125.0906,
2022-11-10,AAPL,Technology,126.268,127.0676,125.8078,126.6859,3101471.0
2022-11-11,AAPL,Technology,122.9268,123.5281,122.1119,123.059,5536009.0
2022-11-14,AAPL,Technology,122.9031,122.9297,120.5114,122.0629,4804808.0
2022-11-15,AAPL,Technology,125.5892,126.0961,123.2171,124.5043,10232909.0
2022-11-16,AAPL,Technology,123.9483,124.9081,122.8421,124.6981,9053314.0
2022-11-17,AAPL,Technology,122.8119,125.6629,121.4422,122.3289,6737298.0
2022-11-18,AAPL,Technology,121.5817,121.7648,119.3703,120.8028,3022748.0
2022-11-21,AAPL,Technology,122.2654,123.5838,122.0833,122.3289,9606335.0
2022-11-22,AAPL,Technology,120.4605,122.1793,120.4356,120.7696,3033711.0
2022-11-23,AAPL,Technology,121.7513,122.3023,120.6714,121.2885,4071793.0
2022-11-24,AAPL,Technology,121.1041,123.202,120.7518,121.4365,9189092.0
2022-11-25,AAPL,Technology,119.7417,121.7046,119.6304,120.0607,9225801.0
2022-11-28,AAPL,Technology,125.8178,126.8324,124.3779,124.742,2772967.0
2022-11-29,AAPL,Technology,126.6386,127.9877,125.7586,126.2153,6498492.0
2022-11-30,AAPL,Technology,122.403,123.3571,120.1911,121.6649,5326144.0
2022-12-01,AAPL,Technology,121.6939,124.253,120.5633,122.1219,2588460.0
2022-12-02,AAPL,Technology,121.6684,122.0494,120.1846,120.716,6867489.0
2022-12-05,AAPL,Technology,122.0875,123.8412,121.7865,122.6166,6921474.0
2022-12-06,AAPL,Technology,121.048,121.1923,119.8559,120.9164,8697000.0
2022-12-07,AAPL,Technology,120.8164,120.9472,120.4403,120.7151,4843874.0
2022-12-08,AAPL,Technology,121.0068,122.4478,120.9075,121.8606,5902807.0
2022-12-09,AAPL,Technology,123.3182,124.0207,122.8332,123.8084,7277092.0
2022-12-12,AAPL,Technology,122.079,122.8848,120.5119,121.183,3132146.0
2022-12-13,AAPL,Technology,121.2163,122.3941,119.7867,120.5018,4121427.0
2022-12-14,AAPL,Technology,118.6864,119.9149,116.7091,119.5199,4471415.0
2022-12-15,AAPL,Technology,117.125,118.5336,115.1202,118.1621,4311578.0
2022-12-16,AAPL,Technology,122.1803,123.3369,120.7923,121.9644,8041307.0
2022-12-19,AAPL,Technology,123.7701,125.6622,122.09,122.9022,3613844.0
2022-12-20,AAPL,Technology,119.1555,120.2378,117.899,120.162,3144834.0
2022-12-21,AAPL,Technology,121.302,122.4575,121.0104,122.1953,6892288.0
2022-12-22,AAPL,Technology,127.6642,127.8807,125.7685,126.9119,1294108.0
2022-12-23,AAPL,Technology,128.8952,130.1102,127.1795,129.3213,4193062.0
2022-12-26,AAPL,Technology,126.0671,126.2228,124.7571,125.8362,11196229.0
2022-12-27,AAPL,Technology,124.9957,126.4725,123.6505,124.7898,7395509.0
2022-12-28,AAPL,Technology,127.7138,127.9966,126.7164,127.6854,14804175.0
2022-12-29,AAPL,Technology,127.1327,127.3324,124.4313,126.11,6787004.0
2022-12-30,AAPL,Technology,127.1823,127.8949,126.9452,127.1679,3449407.0
2023-01-02,AAPL,Technology,128.9281,130.5244,128.6725,128.992,1778038.0
2023-01-03,AAPL,Technology,126.1972,128.6098,125.3292,126.8914,5210406.0
2023-01-04,AAPL,Technology,125.6775,128.4696,124.4398,126.8062,3745941.0
2023-01-05,AAPL,Technology,119.6136,121.6296,119.335,119.4587,4615275.0
2023-01-06,AAPL,Technology,116.4319,118.0125,115.4963,117.3037,5718855.0
2023-01-09,AAPL,Technology,116.4919,117.9486,116.4695,116.8174,12936247.0
2023-01-10,AAPL,Technology,115.2538,115.3161,113.83,114.2404,3607408.0
2023-01-11,AAPL,Technology,117.4196,119.552,115.7423,117.6428,5714468.0
2023-01-12,AAPL,Technology,114.8842,115.4092,113.7108,114.6615,3812372.0
2023-01-13,AAPL,Technology,114.7313,115.226,113.6488,113.7991,11195906.0
2023-01-16,AAPL,Technology,113.3206,115.0335,112.4658,114.1125,1656757.0
2023-01-17,AAPL,Technology,116.8425,117.3411,115.8019,117.1185,4682393.0
2023-01-18,AAPL,Technology,113.2759,114.2173,112.75,114.1384,4596447.0
2023-01-19,AAPL,Technology,116.9275,118.0715,115.0934,116.5737,4759505.0
2023-01-20,AAPL,Technology,116.9276,116.9474,116.4248,116.6418,7307543.0
2023-01-23,AAPL,Technology,115.3988,116.0306,114.2548,114.6278,2822363.0
2023-01-24,AAPL,Technology,114.6108,115.74,112.8447,115.6271,3620648.0
2023-01-25,AAPL,Technology,116.0584,116.6609,115.9614,116.0876,5416046.0
2023-01-26,AAPL,Technology,114.5556,115.9424,113.6711,114.8799,9517194.0
2023-01-27,AAPL,Technology,115.786,116.4552,113.2316,115.0702,2752802.0
2023-01-30,AAPL,Technology,113.9195,115.2638,113.6461,114.3181,10238438.0
2023-01-31,AAPL,Technology,115.2129,115.5106,114.3289,114.5974,4675254.0
2023-02-01,AAPL,Technology,115.6308,116.8556,113.7142,116.0091,8980547.0
2023-02-02,AAPL,Technology,119.5845,120.6938,118.1569,119.3673,2897808.0
2023-02-03,AAPL,Technology,116.6095,117.1872,115.5961,116.7555,4032391.0
2023-02-06,AAPL,Technology,120.249,122.7153,118.7255,121.285,3774824.0
2023-02-07,AAPL,Technology,116.8814,117.2923,115.7115,117.0718,2766920.0
2023-02-08,AAPL,Technology,117.0212,118.3187,116.176,116.7988,4934419.0
2023-02-09,AAPL,Technology,118.4826,118.7803,118.0335,118.0824,2818220.0
2023-02-10,AAPL,Technology,117.7172,119.3106,117.7103,118.7269,4019851.0
2023-02-13,AAPL,Technology,116.452,117.5594,115.2913,117.4436,4172570.0
2023-02-14,AAPL,Technology,116.0463,117.3232,114.3622,117.0506,6618691.0
2023-02-15,AAPL,Technology,115.2568,116.3673,115.1592,116.0587,5606513.0
2023-02-16,AAPL,Technology,115.677,116.8899,114.4918,114.8739,4738813.0
2023-02-17,AAPL,Technology,116.4362,117.1468,115.8807,116.6766,1803911.0
2023-02-20,AAPL,Technology,116.7418,119.3048,114.3827,117.4731,6878932.0
2023-02-21,AAPL,Technology,115.9305,116.578,114.8198,116.0549,3230810.0
2023-02-22,AAPL,Technology,117.3321,118.1591,116.8308,117.9806,1858534.0
2023-02-23,AAPL,Technology,118.8523,119.6511,118.4968,118.6804,2872996.0
2023-02-24,AAPL,Technology,120.738,123.4813,120.1542,120.4643,8670424.0
2023-02-27,AAPL,Technology,122.1425,124.2906,121.3864,121.8778,2641962.0
2023-02-28,AAPL,Technology,119.1122,122.9663,117.4875,120.1079,5676346.0
2023-03-01,AAPL,Technology,119.0163,119.517,118.5576,118.9448,5751718.0
2023-03-02,AAPL,Technology,121.231,121.9056,120.1912,120.5924,6037488.0
2023-03-03,AAPL,Technology,121.9291,121.9976,121.6489,121.9655,8434970.0
2023-03-06,AAPL,Technology,121.6947,122.9626,120.9771,121.9684,3712135.0
2023-03-07,AAPL,Technology,122.2996,123.8121,119.286,122.2748,4369194.0
2023-03-08,AAPL,Technology,125.9592,126.021,124.8142,125.1358,6488290.0
2023-03-09,AAPL,Technology,124.0173,124.7365,122.5538,123.8533,4514120.0
2023-03-10,AAPL,Technology,121.0187,121.6606,116.9883,120.1684,6940600.0
2023-03-13,AAPL,Technology,118.7423,119.9891,116.6326,119.7791,4431467.0
2023-03-14,AAPL,Technology,119.8362,120.6664,118.9205,119.3577,3075936.0
2023-03-15,AAPL,Technology,122.4334,123.9453,120.786,121.7661,3551812.0
2023-03-16,AAPL,Technology,124.6419,125.7024,123.0531,123.624,7184930.0
2023-03-17,AAPL,Technology,126.0268,126.6098,125.0078,125.4837,3715516.0
2023-03-20,AAPL,Technology,129.1045,130.4793,127.6635,128.4825,5960545.0
2023-03-21,AAPL,Technology,127.6303,129.8209,126.6811,128.5825,4940289.0
2023-03-22,AAPL,Technology,129.9956,131.0036,129.8263,130.2123,3364327.0
2023-03-23,AAPL,Technology,130.2559,130.6149,129.502,129.5372,6778403.0
2023-03-24,AAPL,Technology,129.8746,130.3463,128.9161,130.3449,6952218.0
2023-03-27,AAPL,Technology,129.0384,131.1894,128.8495,130.0917,3506617.0
2023-03-28,AAPL,Technology,129.8904,131.2733,128.7876,130.3708,7569865.0
2023-03-29,AAPL,Technology,131.3961,132.0496,129.5681,,4679445.0
2023-03-30,AAPL,Technology,130.2594,130.3295,129.6065,129.9309,9872639.0
2023-03-31,AAPL,Technology,133.961,136.4652,133.9513,134.8765,8258910.0
2023-04-03,AAPL,Technology,132.3672,134.6349,130.8899,132.488,5552607.0
2023-04-04,AAPL,Technology,129.0432,130.2191,128.0592,129.6454,6613826.0
2023-04-05,AAPL,Technology,133.1243,134.3876,129.1115,132.3999,6083899.0
2023-04-06,AAPL,Technology,133.7868,134.9549,131.5702,134.3395,4930280.0
2023-04-07,AAPL,Technology,135.0067,136.5435,134.8204,135.9025,3314238.0
2023-04-10,AAPL,Technology,136.2568,138.8811,135.4819,137.4939,5038595.0
2023-04-11,AAPL,Technology,136.9645,137.9244,136.7725,137.5186,7553318.0
2023-04-12,AAPL,Technology,134.905,136.4089,134.5724,135.3526,3389452.0
2023-04-13,AAPL,Technology,135.031,136.1726,133.964,135.5914,5701438.0
2023-04-14,AAPL,Technology,133.8333,134.2264,133.5605,133.993,7297009.0
